Image_name,Emotion
60010.png,disgust
47663.png,angry
21077.png,sorrow
76199.png,sorrow
12376.png,surprise
92073.png,disgust
49687.png,angry
8185.png,happy
74090.png,neutral
97988.png,surprise
80936.png,neutral
92411.png,disgust
86214.png,fear
92823.png,sorrow
7119.png,disgust
42136.png,disgust
72092.png,sorrow
91065.png,angry
99539.png,disregard
98882.png,fear
72083.png,disregard
24135.png,happy
8419.png,angry
40757.png,sorrow
38216.png,neutral
82100.png,surprise
69380.png,happy
53946.png,fear
74190.png,fear
84123.png,disregard
25043.png,disregard
92789.png,surprise
13027.png,sorrow
81125.png,disgust
49603.png,neutral
30112.png,sorrow
23918.png,angry
25864.png,happy
89079.png,neutral
92483.png,neutral
18801.png,sorrow
17569.png,surprise
66861.png,happy
9378.png,disgust
51280.png,angry
29789.png,fear
16326.png,sorrow
90906.png,happy
95976.png,sorrow
75776.png,fear
94732.png,disgust
54101.png,sorrow
30199.png,angry
79903.png,sorrow
8615.png,happy
85167.png,sorrow
36670.png,angry
93719.png,disregard
92484.png,fear
18453.png,neutral
72195.png,disgust
36759.png,surprise
69249.png,surprise
6814.png,disregard
78202.png,angry
86796.png,sorrow
42112.png,surprise
12529.png,neutral
97609.png,disgust
81098.png,surprise
41415.png,fear
36843.png,disregard
85872.png,sorrow
91284.png,fear
17145.png,happy
44359.png,happy
43606.png,happy
41281.png,neutral
8026.png,sorrow
12473.png,angry
67608.png,fear
41097.png,neutral
45913.png,happy
62389.png,fear
8344.png,surprise
12759.png,neutral
96791.png,angry
40855.png,neutral
28512.png,sorrow
41530.png,disgust
33066.png,angry
81878.png,fear
50768.png,sorrow
48291.png,disregard
99462.png,sorrow
45628.png,sorrow
88376.png,happy
29168.png,fear
84934.png,surprise
2173.png,angry
51950.png,neutral
50665.png,happy
8224.png,fear
44595.png,angry
58901.png,neutral
23314.png,disgust
55356.png,angry
27703.png,happy
74504.png,angry
36514.png,happy
69750.png,surprise
42697.png,fear
41092.png,surprise
76843.png,disregard
31312.png,happy
84676.png,fear
42527.png,happy
20691.png,surprise
15375.png,surprise
88070.png,neutral
75238.png,happy
95556.png,neutral
99447.png,disregard
98854.png,neutral
98133.png,sorrow
82544.png,happy
20080.png,happy
7350.png,disgust
48771.png,disgust
81001.png,happy
90672.png,neutral
88613.png,neutral
98063.png,disgust
1038.png,fear
59562.png,angry
19965.png,disgust
65209.png,happy
44588.png,angry
56891.png,fear
93258.png,happy
4114.png,neutral
50396.png,happy
57819.png,angry
2417.png,surprise
98235.png,sorrow
13607.png,sorrow
32093.png,disregard
23322.png,angry
60325.png,sorrow
26405.png,fear
12021.png,happy
64909.png,neutral
24969.png,neutral
17352.png,neutral
28706.png,fear
61516.png,disregard
56129.png,angry
78737.png,sorrow
62706.png,surprise
83316.png,disgust
83248.png,happy
10525.png,angry
80608.png,happy
41053.png,neutral
21122.png,angry
48492.png,happy
9775.png,happy
65670.png,disgust
21327.png,angry
17819.png,happy
56731.png,fear
8890.png,disgust
42805.png,surprise
63192.png,surprise
92973.png,surprise
73631.png,surprise
85711.png,angry
51566.png,surprise
88553.png,disgust
30865.png,fear
73759.png,angry
21566.png,fear
47576.png,fear
15494.png,angry
46350.png,neutral
53341.png,sorrow
82924.png,angry
8962.png,disregard
38442.png,neutral
65325.png,fear
38854.png,surprise
55426.png,disregard
81472.png,surprise
56363.png,disregard
44539.png,fear
68996.png,disgust
93984.png,disgust
18124.png,sorrow
44117.png,angry
63520.png,neutral
98188.png,sorrow
99019.png,fear
20627.png,surprise
50281.png,sorrow
45018.png,neutral
94642.png,sorrow
8512.png,disgust
80231.png,happy
52744.png,disregard
45027.png,disregard
74783.png,happy
24005.png,surprise
64227.png,happy
80553.png,happy
7911.png,fear
33279.png,sorrow
84148.png,fear
27830.png,angry
78457.png,angry
22257.png,neutral
17422.png,disregard
7093.png,happy
45078.png,angry
95507.png,angry
5962.png,happy
86601.png,fear
37392.png,angry
42400.png,sorrow
40259.png,angry
32892.png,neutral
84777.png,surprise
42980.png,neutral
81453.png,happy
22411.png,disgust
20914.png,neutral
25257.png,fear
91035.png,angry
80786.png,disregard
887.png,neutral
66300.png,disregard
11270.png,disgust
54900.png,fear
93405.png,fear
86329.png,surprise
90190.png,neutral
82883.png,happy
4085.png,fear
71737.png,disregard
4894.png,surprise
19334.png,happy
48139.png,angry
2324.png,surprise
29876.png,sorrow
79870.png,fear
22165.png,surprise
3003.png,disregard
247.png,disregard
34311.png,fear
48870.png,disregard
47854.png,surprise
10251.png,sorrow
13123.png,disregard
40917.png,disregard
77500.png,disregard
8071.png,surprise
16694.png,angry
70653.png,angry
18016.png,disregard
23409.png,neutral
19569.png,sorrow
40904.png,fear
57250.png,disgust
73162.png,neutral
96241.png,angry
1572.png,neutral
20659.png,disgust
57926.png,angry
96306.png,fear
65698.png,neutral
15827.png,disgust
87803.png,disregard
83350.png,fear
70916.png,fear
60674.png,neutral
97158.png,happy
91772.png,surprise
30803.png,surprise
93832.png,surprise
85124.png,surprise
36021.png,surprise
3141.png,disgust
72365.png,disgust
13122.png,surprise
94580.png,happy
53998.png,disregard
28858.png,disregard
77442.png,neutral
59545.png,disregard
97093.png,neutral
78041.png,disregard
73155.png,angry
34343.png,disgust
68555.png,surprise
48499.png,neutral
77649.png,happy
21159.png,neutral
40946.png,fear
37026.png,surprise
61004.png,neutral
97703.png,surprise
21079.png,fear
45887.png,angry
88877.png,surprise
29363.png,disgust
72527.png,surprise
44640.png,happy
62847.png,disregard
40431.png,fear
80926.png,surprise
8573.png,disgust
18543.png,sorrow
36287.png,disgust
75883.png,surprise
57291.png,angry
85952.png,fear
20425.png,sorrow
64591.png,surprise
68172.png,fear
21082.png,sorrow
56030.png,disregard
60898.png,happy
16019.png,fear
91845.png,happy
11536.png,sorrow
93043.png,fear
48051.png,fear
32763.png,sorrow
51711.png,disregard
9414.png,angry
43977.png,sorrow
76983.png,angry
96661.png,disregard
12515.png,happy
89830.png,disgust
3096.png,neutral
91985.png,happy
25370.png,surprise
54606.png,disgust
19520.png,happy
32440.png,fear
35248.png,angry
93041.png,happy
62230.png,sorrow
29898.png,neutral
76300.png,disgust
39836.png,fear
99000.png,disregard
1599.png,fear
76800.png,sorrow
30753.png,fear
2502.png,disgust
46561.png,happy
60700.png,disgust
74590.png,fear
75805.png,fear
85642.png,disregard
84420.png,disregard
10439.png,sorrow
69681.png,neutral
95580.png,fear
52161.png,fear
31933.png,surprise
6829.png,fear
53627.png,neutral
65586.png,disregard
81611.png,disregard
95882.png,happy
62284.png,disgust
29445.png,sorrow
8480.png,surprise
98289.png,surprise
72894.png,neutral
37936.png,neutral
68906.png,surprise
10728.png,disgust
20300.png,surprise
67140.png,fear
80829.png,surprise
89425.png,neutral
26920.png,happy
47872.png,neutral
32638.png,disgust
72673.png,angry
68396.png,angry
60487.png,disregard
13031.png,disgust
33736.png,neutral
64970.png,neutral
30444.png,happy
73236.png,fear
53992.png,sorrow
93018.png,disregard
85112.png,angry
54793.png,angry
65425.png,neutral
70947.png,disgust
84500.png,happy
97722.png,happy
68858.png,angry
5173.png,disregard
97694.png,neutral
44302.png,angry
80402.png,happy
56583.png,fear
34241.png,sorrow
1037.png,neutral
71290.png,neutral
31827.png,neutral
55903.png,neutral
2032.png,disregard
69791.png,neutral
26718.png,disgust
90143.png,disregard
84942.png,surprise
51988.png,neutral
9345.png,disgust
71670.png,happy
1302.png,surprise
45157.png,sorrow
4387.png,sorrow
63546.png,sorrow
87589.png,surprise
44869.png,disgust
64181.png,fear
94726.png,disgust
12404.png,surprise
59413.png,disgust
69707.png,disregard
88098.png,fear
2461.png,fear
74733.png,neutral
78637.png,disregard
72866.png,disgust
24488.png,happy
33823.png,angry
30473.png,disregard
57059.png,sorrow
39364.png,disgust
89227.png,disgust
89247.png,neutral
12915.png,sorrow
87834.png,neutral
10127.png,disregard
23348.png,fear
48025.png,disgust
76172.png,fear
36056.png,fear
38762.png,surprise
82256.png,surprise
4481.png,disgust
52905.png,neutral
87388.png,neutral
37776.png,surprise
44981.png,sorrow
52495.png,disgust
28180.png,happy
46440.png,fear
13098.png,sorrow
80270.png,angry
15397.png,sorrow
24651.png,angry
84182.png,angry
78626.png,happy
57096.png,sorrow
24004.png,neutral
24197.png,sorrow
43991.png,surprise
38752.png,neutral
45963.png,happy
42074.png,disregard
28807.png,neutral
15487.png,surprise
25709.png,neutral
46588.png,disregard
32454.png,neutral
59556.png,surprise
72808.png,sorrow
40691.png,fear
98111.png,neutral
45132.png,fear
59948.png,fear
51528.png,surprise
74739.png,neutral
14543.png,neutral
9850.png,neutral
27850.png,disregard
97668.png,surprise
6808.png,disgust
60166.png,disgust
57636.png,disregard
49155.png,happy
11069.png,sorrow
2447.png,angry
67141.png,disgust
87933.png,fear
42146.png,happy
6.png,angry
21717.png,happy
4903.png,angry
35699.png,disgust
4312.png,surprise
23735.png,surprise
50716.png,disregard
75834.png,sorrow
379.png,fear
61749.png,disgust
9889.png,disregard
19038.png,sorrow
6822.png,happy
28397.png,sorrow
39653.png,sorrow
79284.png,sorrow
13927.png,surprise
99229.png,disregard
42952.png,fear
14555.png,surprise
29490.png,fear
94734.png,surprise
26517.png,angry
90260.png,neutral
65543.png,sorrow
2357.png,disgust
89099.png,sorrow
31681.png,neutral
8019.png,disregard
12069.png,neutral
66534.png,disgust
34626.png,surprise
88183.png,happy
34255.png,surprise
47966.png,disregard
34628.png,disregard
62734.png,happy
5307.png,fear
39427.png,surprise
14651.png,disgust
72985.png,sorrow
54659.png,neutral
30202.png,angry
9337.png,disgust
86614.png,sorrow
75301.png,disregard
65851.png,neutral
55214.png,angry
45688.png,surprise
30538.png,surprise
89604.png,fear
77438.png,fear
48634.png,angry
62610.png,fear
13695.png,happy
51034.png,disgust
12401.png,sorrow
54184.png,fear
7669.png,happy
77536.png,happy
87190.png,neutral
59470.png,disgust
80808.png,angry
35582.png,surprise
29556.png,neutral
61133.png,fear
62257.png,fear
74460.png,angry
455.png,surprise
13576.png,neutral
62515.png,surprise
85777.png,neutral
66777.png,sorrow
31961.png,happy
24119.png,disregard
50751.png,fear
24198.png,fear
86199.png,happy
27445.png,fear
86283.png,sorrow
78031.png,sorrow
55461.png,disregard
79617.png,neutral
51205.png,disgust
62532.png,surprise
4252.png,neutral
23175.png,fear
55574.png,surprise
71807.png,fear
89140.png,surprise
19280.png,disgust
322.png,disgust
75851.png,surprise
67934.png,neutral
49568.png,happy
99115.png,happy
90697.png,angry
38155.png,sorrow
39059.png,angry
66721.png,fear
59148.png,angry
48111.png,angry
90269.png,fear
52622.png,angry
50185.png,disgust
33200.png,sorrow
59813.png,disgust
42539.png,surprise
25134.png,surprise
97906.png,surprise
98957.png,angry
42082.png,disgust
22711.png,fear
23681.png,neutral
13992.png,disregard
15655.png,surprise
53167.png,sorrow
97942.png,disgust
42241.png,surprise
44692.png,happy
30677.png,surprise
38255.png,angry
82358.png,sorrow
32884.png,disregard
7398.png,disregard
79200.png,surprise
63321.png,sorrow
82285.png,surprise
8543.png,neutral
72793.png,fear
34895.png,disregard
77786.png,neutral
27340.png,surprise
63866.png,sorrow
20965.png,fear
81896.png,angry
63283.png,surprise
55422.png,happy
15729.png,fear
84597.png,disgust
72491.png,disregard
17485.png,neutral
78000.png,fear
33606.png,disgust
95973.png,fear
44271.png,neutral
23969.png,neutral
69616.png,fear
39166.png,happy
72064.png,fear
1584.png,happy
46649.png,neutral
90380.png,fear
93183.png,disregard
8133.png,angry
7122.png,surprise
64328.png,disregard
72993.png,fear
42332.png,fear
77948.png,disregard
28083.png,fear
39655.png,neutral
70822.png,happy
37660.png,sorrow
60329.png,happy
67518.png,surprise
74522.png,sorrow
3655.png,happy
18675.png,angry
31213.png,disregard
80373.png,surprise
61565.png,disgust
45744.png,happy
34169.png,disregard
43619.png,sorrow
16786.png,sorrow
38107.png,disregard
43092.png,neutral
69834.png,sorrow
49649.png,sorrow
15847.png,surprise
33926.png,disgust
72288.png,happy
33657.png,angry
91316.png,disgust
86170.png,surprise
8959.png,fear
78377.png,neutral
